scenario,model,rep,c_index,brier,auc,source_report,source_generated_on,source_sha256
twenty_features_heterogeneous,Dynamic DeepHit,2,0.8611,0.25675,0.9449,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,Hazard Transformer,2,0.7519,0.28145,0.8473,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,Logistic Hazard,2,0.5201,0.38292,0.5057,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,RNN-Surv,2,0.5228,0.37719,0.5281,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,DeepSurv,2,0.5299,0.37083,0.5272,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,GBSA,2,0.5211,0.37134,0.5289,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,Survival RF,2,0.5222,0.37222,0.5346,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,Survival SVM,2,0.5126,0.36903,0.5397,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,Weibull AFT,2,0.5253,0.37022,0.5459,generated_data/rep2/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 05:12:05,9d5e64172873684cafd8d2e384ba71f03ad432c49f5e814a6c3c1fff969f8909
twenty_features_heterogeneous,Cox,3,0.4565,0.39675,0.433,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,Dynamic DeepHit,3,0.8568,0.23167,0.9543,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,Hazard Transformer,3,0.7561,0.3144,0.8531,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,Logistic Hazard,3,0.5259,0.37581,0.5478,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,RNN-Surv,3,0.5216,0.37267,0.5268,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,DeepSurv,3,0.5368,0.36875,0.5471,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,GBSA,3,0.5211,0.37134,0.5289,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,Survival RF,3,0.5224,0.372,0.5347,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,Survival SVM,3,0.5126,0.36903,0.5397,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,Weibull AFT,3,0.5253,0.37022,0.5459,generated_data/rep3/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 04:24:13,d2f61ce5ca2de554919a60e779f775c5b39d71e67c21734346684ffb829abe58
twenty_features_heterogeneous,Cox,4,0.4565,0.39675,0.433,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,Dynamic DeepHit,4,0.879,0.24696,0.9631,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,Hazard Transformer,4,0.7576,0.29245,0.8553,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,Logistic Hazard,4,0.5254,0.36774,0.5543,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,RNN-Surv,4,0.5237,0.37803,0.527,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,DeepSurv,4,0.5325,0.36875,0.5389,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,GBSA,4,0.5211,0.37134,0.5289,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,Survival RF,4,0.5209,0.37199,0.532,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,Survival SVM,4,0.5126,0.36903,0.5397,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,Weibull AFT,4,0.5253,0.37022,0.5459,generated_data/rep4/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-17 14:26:57,f962a54b1a4e8e5b72141f248cd27c7fd87c67f826fa2766fd0ab58396a9c2a9
twenty_features_heterogeneous,Cox,5,0.4565,0.39675,0.433,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,Dynamic DeepHit,5,0.8851,0.23929,0.9658,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,Hazard Transformer,5,0.6976,0.31793,0.7788,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,Logistic Hazard,5,0.5236,0.3706,0.5452,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,RNN-Surv,5,0.5235,0.37797,0.5252,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,DeepSurv,5,0.5351,0.36877,0.5385,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,GBSA,5,0.5211,0.37134,0.5289,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,Survival RF,5,0.5218,0.3722,0.5336,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,Survival SVM,5,0.5126,0.36903,0.5397,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
twenty_features_heterogeneous,Weibull AFT,5,0.5253,0.37022,0.5459,generated_data/rep5/twenty_features_heterogeneous_clinical_validity_report.txt,2026-09-15 10:04:23,6f58ab5abe344f0417eca0d0ce9f13954757935ae373db66e30f22d98bacbe52
